TitleName	TitleId	SprPath	Color	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	HidSkill1	HidSkillLevel1	HidSkill2	HidSkillLevel2	HidSkill3	HidSkillLevel3	HidSkill4	HidSkillLevel4	HidSkill5	HidSkillLevel5
Vâ L©m §Ö NhÊt Bang	456		225,0,225	107	0	0	0	2145	1	0	0	0	0	0	0	0	0	Vâ L©m §Ö NhÊt Bang	2145	1	0							
Thiªn H¹ §Ö NhÊt	457		225,0,225	247	0	0	0	2146	1	0	0	0	0	0	0	0	0	Thiªn H¹ §Ö NhÊt	2146	1	0							
TuyÖt ThÕ Cao Thñ	458		225,0,225	175	0	0	0	2147	1	0	0	0	0	0	0	0	0	TuyÖt ThÕ Cao Thñ	2147	1	0							
Vâ L©m Cao Thñ	459		225,0,225	173	0	0	0	2148	1	0	0	0	0	0	0	0	0	Vâ L©m Cao Thñ	2148	1	0							
Vâ L©m Hµo KiÖt	460		225,0,225	174	0	0	0	2149	1	0	0	0	0	0	0	0	0	Vâ L©m Hµo KiÖt	2149	1	0							
Kim Ngäc M·n §­êng	461		225,0,225	248	0	0	0	2150	1	0	0	0	0	0	0	0	0	Kim Ngäc M·n §­êng	2150	1	0							
Vâ L©m Minh Chñ	462	\spr\Ui4\title\wulinmengzhu2.spr	225,0,225	162	0	0	0	2157	1	0	0	0	0	0	0	0	0	Vâ L©m Minh Chñ	2157	1	0							
TuyÖt §Ønh PK	463		225,0,225	162	0	0	0	2158	1	0	0	0	0	0	0	0	0	TuyÖt §Ønh PK	2158	1	0							
Vang Danh Giang Hå	464		225,0,225	170	0	0	0	2159	1	0	0	0	0	0	0	0	0	Vang Danh Giang Hå	2159	1	0							
Vâ L©m Liªn §Êu Qu¸n Qu©n	465		255,200,0	84	0	0	0	2161	1	0	0	0	0	0	0	0	0	Vâ L©m Liªn §Êu Qu¸n Qu©n	2161	1								
Vâ L©m Liªn §Êu ¸ Qu©n	466		204,51,0	81	0	0	0	2162	1	0	0	0	0	0	0	0	0	Vâ L©m Liªn §Êu ¸ Qu©n	2162	1								
Vâ L©m Liªn §Êu Tø C­êng	467		225,0,225	83	0	0	0	2163	1	0	0	0	0	0	0	0	0	Vâ L©m Liªn §Êu Tø C­êng	2163	1								
Vâ L©m Liªn §Êu B¸t C­êng	468		0,255,255	82	0	0	0	2164	1	0	0	0	0	0	0	0	0	Vâ L©m Liªn §Êu B¸t C­êng	2164	1								
Vâ L©m Liªn §Êu ThËp Lôc C­êng	469		34,139,34	108	0	0	0	2165	1	0	0	0	0	0	0	0	0	Vâ L©m Liªn §Êu ThËp Lôc C­êng	2165	1								
HiÖp Phong LuËn KiÕm Qu¸n Qu©n	470		255,200,0	84	0	0	0	2166	1	0	0	0	0	0	0	0	0	HiÖp Phong LuËn KiÕm Qu¸n Qu©n	2166	1								
HiÖp Phong LuËn KiÕm Siªu CÊp	471		204,51,0	81	0	0	0	2167	1	0	0	0	0	0	0	0	0	HiÖp Phong LuËn KiÕm Siªu CÊp	2167	1								
HiÖp Phong LuËn KiÕm Cao CÊp	472		225,0,225	83	0	0	0	2168	1	0	0	0	0	0	0	0	0	HiÖp Phong LuËn KiÕm Cao CÊp	2168	1								
Vang Danh Giang Hå	473	\spr\Ui4\title\mingzhengjianghu.spr	225,0,225	250	0	0	0	2176	1	0	0	0	0	0	0	0	0	Vang Danh Giang Hå	2176	1								
ThËp §¹i Cao Thñ	474		225,0,225	171	0	0	0	2177	1	0	0	0	0	0	0	0	0	ThËp §¹i Cao Thñ	2177	1								
Danh M·n Giang Hå	475		225,0,225	107	0	0	0	2178	1	0	0	0	0	0	0	0	0	Danh M·n Giang Hå	2178	1	0							
XÝch DiÖm	476		34,139,34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	XÝch DiÖm										
§Ønh Phong Thiªn H¹	477		225,0,225	252	0	0	0	2181	1	0	0	0	0	0	0	0	0	§Ønh Phong Thiªn H¹	2181	1								
