装备名称	刀盾站立1	盾刀站立1	空手站立1	空手站立2	空手站立3	短武器站立	长武器站立	双武器站立	刀盾武器站立	盾刀武器站立	琴战斗站立	琴非战斗站立	空手走路	普通走路	短武器走路	长武器走路	双武器走路	刀盾武器走路	盾刀武器走路	琴走路	空手跑步	普通跑步	短武器跑步	长武器跑步	双武器跑步	刀盾武器跑步	盾刀武器跑步	琴武器跑步	空手受伤	短武器受伤	长武器受伤	双武器受伤	刀盾武器受伤	盾刀武器受伤	琴武器受伤	空手死亡	短武器死亡	长武器死亡	双武器死亡	刀盾武器死亡	盾刀武器死亡	琴武器死亡	空手攻击	短武器刺	短武器砍	长武器戳	长武器劈	双武器划	双武器砸	刀盾武器划	刀盾武器砍	盾刀武器划	盾刀武器砍	琴武器攻击1	琴武器攻击2	暗器投掷	空手魔法	短武器魔法	长武器魔法	双武器魔法	刀盾武器魔法	盾刀武器魔法	琴武器魔法	打坐	跳跃	骑马站立	骑马走动	骑马跑步	骑马攻击劈	骑马攻击刺	骑马魔法	骑马受伤	骑马死亡	骑马站立1	骑马站立2
躯体60																																																																											
躯体61																																																																											
躯体62																																																																											
躯体63																																																																											
躯体64																																																																											
躯体65																																																																											
躯体66																																																																											
躯体67																																																																											
躯体68																																																																											
躯体69																																																																											
躯体70																																																																											
躯体71																																																																											
躯体72																																																																											
躯体73																																																																											
躯体74																																																																											
躯体75																																																																											
躯体76																																																																											
躯体77																																																																											
躯体78																																																																											
躯体79																																																																											
躯体80																																																																											
躯体81																																																																											
月阙之重劫僧帽																																																																											
月阙之杀劫僧帽																																																																											
月阙之破劫僧帽																																																																											
月阙之奋武盔																																																																											
月阙之烽烟盔																																																																											
月阙之长空盔																																																																											
月阙之惊鸿发带																																																																											
月阙之晓月发带																																																																											
月阙之相思簪																																																																											
月阙之风月簪																																																																											
月阙之百毒发带																																																																											
月阙之幽冥发带																																																																											
月阙之催命冠																																																																											
月阙之秘毒冠																																																																											
月阙之蔓荼发冠																																																																											
月阙之赤龙头环																																																																											
月阙之豪杰头环																																																																											
月阙之贪狼盔																																																																											
月阙之烈阳冠冕																																																																											
月阙之灵动冠																																																																											
月阙之幻影冠																																																																											
月阙之凌风道冠																																																																											
月阙之沐雨道冠																																																																											
月阙之逸影冠																																																																											
月阙之清风冠																																																																											
耀阳之梦龙僧帽																																																																											
耀阳之伏魔僧帽																																																																											
耀阳之四空僧帽																																																																											
耀阳之撼天盔																																																																											
耀阳之继业盔																																																																											
耀阳之御龙盔																																																																											
耀阳之无间发带																																																																											
耀阳之无魇发带																																																																											
耀阳之栖凰簪																																																																											
耀阳之碧海簪																																																																											
耀阳之幽胧发带																																																																											
耀阳之冥幻发带																																																																											
耀阳之冰寒冠																																																																											
耀阳之天光冠																																																																											
耀阳之森荒发冠																																																																											
耀阳之同仇头环																																																																											
耀阳之敌忾头环																																																																											
耀阳之魔煞盔																																																																											
耀阳之魔煌冠冕																																																																											
耀阳之凌岳冠																																																																											
耀阳之及丰冠																																																																											
耀阳之霜晶道冠																																																																											
耀阳之雷穹道冠																																																																											
耀阳之浮云冠																																																																											
耀阳之冲云冠																																																																											
英豪之罗汉僧帽																																																																											
英豪之佛陀僧帽																																																																											
英豪之金刚僧帽																																																																											
英豪之紫金盔																																																																											
英豪之虎头盔																																																																											
英豪之大力盔																																																																											
英豪之无色发带																																																																											
英豪之雪色发带																																																																											
英豪之素罗簪																																																																											
英豪之碧萝簪																																																																											
英豪之斑斓发带																																																																											
英豪之绿光发带																																																																											
英豪之秘灵冠																																																																											
英豪之残云冠																																																																											
英豪之飞星发冠																																																																											
英豪之长风头环																																																																											
英豪之莲花头环																																																																											
英豪之厉音盔																																																																											
英豪之业火冠冕																																																																											
英豪之太极冠																																																																											
英豪之灵真冠																																																																											
英豪之白虹道冠																																																																											
英豪之紫电道冠																																																																											
英豪之沧澜冠																																																																											
英豪之碧华冠																																																																											
武魂套装1																																																																											
武魂套装2																																																																											
武魂月阙套																																																																											
武魂耀阳套																																																																											
武魂英豪套																																																																											
逍遥套装1																																																																											
逍遥套装2																																																																											
逍遥套装3																																																																											
逍遥套装4																																																																											
逍遥套装4																																																																											
义侠之少林手																																																																											
义侠之少林棍																																																																											
义侠之少林刀																																																																											
义侠之天王锤																																																																											
义侠之天王枪																																																																											
义侠之天王刀																																																																											
义侠之峨眉剑																																																																											
义侠之峨眉手																																																																											
义侠之翠烟单刀																																																																											
义侠之翠烟双刀																																																																											
义侠之五毒手																																																																											
义侠之五毒刀																																																																											
义侠之唐门飞刀																																																																											
义侠之唐门袖箭																																																																											
义侠之唐门飞镖																																																																											
义侠之丐帮缠手																																																																											
义侠之丐帮杖																																																																											
义侠之天忍枪																																																																											
义侠之天忍刀																																																																											
义侠之武当剑																																																																											
义侠之武当剑																																																																											
义侠之昆仑刀																																																																											
义侠之昆仑剑																																																																											
义侠之华山剑																																																																											
义侠之华山剑																																																																											
义侠之武魂盾																																																																											
义侠之武魂刀																																																																											
义侠之逍遥琴																																																																											
义侠之逍遥剑																																																																											
