key	value
MSG_CHAT_GET_FRIEND_APPLY	%s xin phép gia nhập bằng hữu! 
MSG_CHAT_REFUSE_FRIEND	%s cự tuyệt xin làm bằng hữu
MSG_CHAT_ADD_FRIEND_FAIL	Tham gia %s làm bằng hữu thất bại! 
MSG_CHAT_ADD_FRIEND_SUCCESS	Bạn đã %s trở thành bằng hữu! 
MSG_CHAT_CREATE_TEAM_FAIL1	Sáng lập nhóm bằng hữu mới thất bại! 
MSG_CHAT_CREATE_TEAM_FAIL2	Đã có một nhóm lấy tên này! 
MSG_CHAT_CREATE_TEAM_FAIL3	Đã đạt đủ số người trong một nhóm! 
MSG_CHAT_RENAME_TEAM_FAIL	Thay đổi tên nhóm thất bại! 
MSG_CHAT_DELETE_TEAM_FAIL1	Lược bỏ nhóm thất bại! 
MSG_CHAT_DELETE_TEAM_FAIL2	nhóm này không cho phép lược bỏ 
MSG_CHAT_FRIEND_ONLINE	%s lên mạng rồi! 
MSG_CHAT_FRIEND_OFFLINE	%s rời mạng rồi! 
MSG_CHAT_FRIEND_DELETE	%s bị lược bỏ rồi! 
MSG_CHAT_DELETE_FRIEND	 Bạn đã %s hủy bỏ mối quan hệ bằng hữu! 
MSG_CHAT_DISMISS_FRIEND	%s cùng Bạn hủy bỏ mối quan hệ bằng hữu! 
MSG_CHAT_DISMISS_BROTHER	%s cùng Bạn hủy bỏ mối quan hệ thân thích! 
MSG_CHAT_DISMISS_MATE	%s cùng Bạn hủy bỏ mối quan hệ phu thê! 
MSG_CHAT_DISMISS_RELATION	%s cùng Bạn hủy bỏ mối quan hệ! 
MSG_CHAT_MSG_FROM_FRIEND	%s tin tức chuyển đến! 
MSG_CHAT_FRIEND_NOT_NEAR	%s không ở phụ cận! 
MSG_CHAT_FRIEND_NOT_ONLINE	%s không trực tuyến! 
MSG_CHAT_TAR_REFUSE_SINGLE_TALK	%s chưa định duyệt chức năng tán gẫu! 

MSG_SHOP_NO_ROOM	Khoảng trống trong túi không đủ! 
MSG_SHOP_NO_MONEY	Tiền Vàng không đủ! 
MSG_SHOP_NO_FUYUAN	Phúc duyên không đủ! 
MSG_SHOP_NO_COIN	Tiền Đồng không đủ! 
MSG_SHOP_NO_SCORE	Điểm tích lũy không đủ!
MSG_SHOP_NO_CONTRIBUTION	Điểm cống hiến không đủ!
MSG_SHOP_NO_RESPECT	Uy danh không đủ!
MSG_SHOP_NO_ENERGY	Tinh lực không đủ!
MSG_SHOP_NO_REFINING	Tinh Luyện Thạch không đủ!
MSG_SHOP_NO_GOLDCOIN_NEW	Xu không đủ!
MSG_SHOP_NO_ARENA_CREDITS	Huy Chương Vinh Dự Cảnh Kỹ Trường không đủ!
MSG_SHOP_NO_SJGX	Công huân Tống Kim không đủ!
MSG_SHOP_NO_YINDING	Ngân Đĩnh không đủ!

MSG_SHOP_NO_XINGYU	Tinh Ngọc không đủ.	
MSG_NPC_NO_MANA	Nội lực không đủ! 
MSG_NPC_NO_STAMINA	Thể lực không đủ! 
MSG_NPC_NO_LIFE	Sinh mệnh không đủ! 
MSG_NPC_DEATH	%s khí tuyệt thân vong!! 

MSG_OBJ_CANNOT_PICKUP	Bạn không thể lấy được vật phẩm của người khác! 
MSG_MONEY_CANNOT_PICKUP	Bạn không thể lấy được tiền của người khác! 
MSG_OBJ_TOO_FAR	vật phẩm quá xa, không thể lấy được! 
MSG_DEC_MONEY	Bạn bị mất %d lượng bạc! 
MSG_EARN_MONEY	Bạn nhận được %d lượng bạc! 
MSG_DEATH_LOSE_ITEM	Bạn mất đi vật phẩm %s! 
MSG_ADD_ITEM	Bạn nhận được %d một cái %s! 
MSG_ITEM_SAME_DETAIL_IN_IMMEDIATE	Hiện đã có vật phẩm đồng loại rồi
MSG_CAN_NOT_VIEW_ITEM	Hiện giờ không thể xem xét trang bị của người khác! 
MSG_ITEM_DAMAGED	Những trang bị của bạn %s đã sử dụng quá lâu, hao mòn triệt để! 
MSG_ITEM_NEARLY_DAMAGED	Những thứ bạn trang bị %s đã sắp bị hao mòn, xin kịp thời xử lý 
MSG_ITEM_USINGTIMES_END	%s của bạn đã hao mòn triệt để!
MSG_ITEM_UNFIT_SIZE_IMMEDIATE	Thanh công cụ chỉ có thể đặt vào 1 vật phẩm mà thôi!
MSG_ITEM_LEFTUSAGETIME_FADE	%s<color> của bạn sắp hỏng, còn <color=yellow>%d<color> phút sử dụng!
MSG_ITEM_LEFTUSAGETIME_TIMEOUT	 %s của bạn đã hư hỏng!

MSG_CLOTHES_ITEM_DURABILITY_COST	Khấu trừ độ bền <color=yellow>%s<color> của ngươi, độ bền còn <color=yellow>%d<color>!
MSG_CLOTHES_ITEM_DURABILITY_COST_OUT	Độ bền %s của ngươi đã về 0, hoàn toàn hỏng rồi!

MSG_TRADE_STATE_OPEN	Bạn hiện giờ có thể giao dịch. 
MSG_TRADE_STATE_CLOSE	Bạn hiện giờ không thể giao dịch. 
MSG_TRADE_SELF_LOCK	Bạn đã khóa chức năng giao dịch vật phẩm. 
MSG_TRADE_SELF_UNLOCK	Bạn giải khóa, giao dịch vật phẩm. 
MSG_TRADE_DEST_LOCK	%s đã khóa chức năng giao dịch vật phẩm. 
MSG_TRADE_DEST_UNLOCK	%s Bạn giải khóa, giao dịch vật phẩm. 
MSG_TRADE_SUCCESS	Bạn cùng với %s giao dịch thành công. 
MSG_TRADE_FAIL	Bạn cùng với %s giao dịch thất bại. 
MSG_TRADE_SELF_ROOM_FULL	khoảng trống trong túi của Bạn không đủ! 
MSG_TRADE_DEST_ROOM_FULL	%s khoảng trống trong túi không đủ! 
MSG_TRADE_SEND_APPLY	Bạn gặp %s xin phép giao dịch! 
MSG_TRADE_GET_APPLY	%s xin phép cùng với Bạn giao dịch! 
MSG_TRADE_REFUSE_APPLY	%s cự tuyệt giao dịch với Bạn! 
MSG_TRADE_TASK_ITEM	Vật phẩm này không thể giao dịch!
MSG_TRADE_FAIL_DISTANCE	Khoảng cách quá xa, không thể giao dịch!

MSG_PK_NORMAL_FLAG_0	Trạng thái PK ở dạng luyện công
MSG_PK_NORMAL_FLAG_1	Trạng thái PK ở dạng chiến đấu
MSG_PK_NORMAL_FLAG_2	Trạng thái PK ở dạng thức giết người
MSG_PK_FIGHT_FLAG	PK đã sẵn sàng cho dạng thức chiến đấu
MSG_PK_KILL_ALL_FLAG	PK đã sẵn sàng cho dạng giết người
MSG_PK_VALUE	Trị số PK hiện thời của Bạn là %d! 
MSG_PK_ERROR_1	Bạn hiện giờ đang ở trong trạng thái phi chiến đấu! 
MSG_PK_ERROR_2	Người mới không thể giết thù! 
MSG_PK_ERROR_3	Bạn đang cùng với người khác trao đổi ý kiến! 
MSG_PK_ERROR_4	Bạn đang cùng với người khác giết thù! 
MSG_PK_ERROR_5	Bạn không thể giết người mới! 
MSG_PK_ERROR_6	Đối phương đang ở trong trạng thái phi chiến đấu! 
MSG_PK_ERROR_7	Đối phương đang cùng với người khác trao đổi ý kiến! 
MSG_PK_ENMITY_SUCCESS_1	%s cùng với Bạn cừu sát! 
MSG_PK_ENMITY_SUCCESS_2	Sau 10 giây bắt đầu tiến hành cừu sát! 
MSG_PK_ENMITY_CLOSE	nhiện vụ cừu sát của Bạn kết thúc! 
MSG_PK_ENMITY_OPEN	Bây giờ bắt đầu tiến hành cừu sát!
MSG_PK_ERROR_8	PK từ phi luyện công chuyển sang luyện công phải mất 3 phút
MSG_PK_YUXI_1	Sát hại người sở hữu Ngọc Tỷ,  bị trừng phạt PK gấp 2 lần.
MSG_PK_YUXI_2	Sở hữu Ngọc Tỷ sẽ không bị trừng phạt PK


MSG_TONG_CREATE_ERROR01	Tên bang hội quá dài
MSG_TONG_CREATE_ERROR02	Phe phái trong bang hội hiểu lầm! 
MSG_TONG_CREATE_ERROR03	Thành viên bang hội không thể không thể lập một bang hội khác! 
MSG_TONG_CREATE_ERROR04	Sát thủ mới có thể lập bang hội
MSG_TONG_CREATE_ERROR05	Đẳng cấp để lập bang hội không đủ! 
MSG_TONG_CREATE_ERROR06	Đẳng cấp thống soái để lập bang hội không đủ! 
MSG_TONG_CREATE_ERROR07	Lập bang hội cần phải có %d tiền! 
MSG_TONG_CREATE_ERROR08	Trong tổ đội, không thể lập bang hội! 
MSG_TONG_CREATE_ERROR09	Tên bang hội bị sai! 
MSG_TONG_CREATE_ERROR10	Số tiền cần để lập bang hội không đủ! 
MSG_TONG_CREATE_ERROR11	Tên bang hội không hợp pháp hoặc trùng với tên bang hội khác! 
MSG_TONG_APPLY_CREATE	Bạn xin phép sáng lập bang hội! 
MSG_TONG_CREATE_SUCCESS1	Sáng lập bang hội thành công! 
MSG_TONG_CREATE_SUCCESS2	%s bắt đầu thời gian khảo nghiệm! 
MSG_TONG_CREATE_SUCCESS3	Xin hãy mau chóng mở rộng quy mô 
MSG_TONG_INSTATE_FAIL_ID2	%s không trực tuyến, không thể nhiệm mệnh
MSG_TONG_INSTATE_FAIL_ID3	%s năng lực không đủ, không thể đảm đương chức vị mới! 
MSG_TONG_CHANGE_JOB_CALL_ERROR1	Tên xưng hô quá dài! 
MSG_TONG_CHANGE_JOB_CALL_ERROR2	Bang chủ mới có thể thay đổi tên gọi! 
MSG_TONG_CHANGE_JOB_CALL_ERROR3	Bang chủ mới có thể thay đổi phe phái! 
MSG_TONG_APPLY_ADD	Bạn xin phép gia nhập bang hội! 
MSG_TONG_APPLY_ADD_ERROR1	Thành viên bang hội không thể gia nhập thêm một bang hội khác! 
MSG_TONG_APPLY_ADD_ERROR2	Sát thủ mới có thể gia nhập bang hội!
MSG_TONG_APPLY_ADD_ERROR3	Trong tổ đội, không thể gia nhập bang hội! 
MSG_TONG_REFUSE_ADD	%s cự tuyệt Bạn gia nhập bang hội! 
MSG_TONG_ADD_SUCCESS	Bạn gia nhập bang hội! 
MSG_TONG_CANNOT_LEAVE1	Bang chủ không thể rời khỏi bang hội! 
MSG_TONG_CANNOT_LEAVE2	Trưởng lão không thể rời khỏi bang hội! 
MSG_TONG_BE_KICKED	Bạn đã bị đuổi khỏi bang hội
MSG_TONG_LEAVE_SUCCESS	Bạn chủ động rời khỏi bang hội thành công! 
MSG_TONG_LEAVE_FAIL	Bạn chủ động rời khỏi bang hội thất bại! 
MSG_TONG_CHANGE_AS_MASTER	Bạn được đảm nhận Bang chủ! 
MSG_TONG_CHANGE_AS_MEMBER	Bạn hiện giờ trở thành bang chúng bình thường! 
MSG_TONG_DISMISS	Bang hội của Bạn chưa thông qua thời gian khảo nghiệm, bị giải tán! 
MSG_TONG_CHANGE_CAMP_NO_MONEY	Thay đổi phe phái trong bang hội cần phải nạp %d một vạn thủ tục phí! 
MSG_TONG_CREATE_UNION_ERROR2	Đã ở trong liên minh, không thể tái lập liên minh! 
MSG_TONG_CREATE_UNION_ERROR4	Chỉ định bang hội không tồn tại! 
MSG_TONG_CREATE_UNION_ERROR5	Đã có bang hội hoặc liên minh bang hội trùng tên này! 
MSG_TONG_CREATE_UNION_SUCCESS	Bạn sáng lập nên một liên minh bang hội không tên! 
MSG_TONG_JOIN_UNION_ERROR1	Liên minh xin gia nhập không tồn tại hoặc đã bị giải tán!
MSG_TONG_NO_OPRIGHT	Không có quyền hạn để thực hiện thao tác này!
MSG_ADD_CONTRIBUTION	Bạn nhận được %d điểm cống hiến
MSG_RIGHT_ASSIGN_NEED_DIRECTOR	Đối phương không phải là trưởng lão, không thể tiếp nhận quyền hạn!
MSG_TONG_TARGET_NOTMEMBER	Đối phương không phải là thành viên bang hội!
MSG_TONG_RIGHT_ASSIGN_SUCCESS	Giao quyền cho %s thành công!
MSG_TONG_SELF_RIGHT_ASSIGN		Quyền hạn thao tác bang hội của bạn đã được bang chủ giao phó lại!
MSG_TONG_NORIGHT_MEMBER_ONLINE	Bang chủ và trưởng lão có quyền hạn này đều không có trên mạng!

MSG_TONG_ADD_UNIONMEMBER_ERROR1	Liên minh thất bại! Ngân quỹ bang hội liên minh không đủ!
MSG_TONG_ADD_UNIONMEMBER_ERROR2	Liên minh thất bại! Ngân quỹ bang hội muốn liên minh không đủ!

MSG_CANT_FLLOW	Hiện không thể xin theo.			
MSG_CANT_SWITCH_HORSE	Bạn quá mệt rồi không thể tiếp tục lên hoặc xuống ngựa. 
MSG_CANT_SWITCH_HORSE_WHEN_SIT	Bạn ngồi xuống rồi, không thể lên ngựa. 
MSG_SOMEONE_GIVE_YOU_MONEY	%s đã cho Bạn một số tiền. 
MSG_YOU_GIVE_SOMEONE_MONEY	Bạn đã cho %s một số tiền. 

MSG_ENCHASER_SUCCESS	Khảm nạm bảo thạch thành công!
MSG_ENCHASER_MAGICATTRIBISFULL	Khảm nạm bảo thạch thất bại!
MSG_ENCHASER_SERIESISSAME	Khảm nạm bảo thạch thất bại!
MSG_ENCHASER_LEVELISFULL	Khảm nạm bảo thạch thất bại!
MSG_ENCHASER_ITEMISINVALID	Khảm nạm bảo thạch thất bại!
MSG_ENCHASER_CONDITIONISVALID	Khảm nạm bảo thạch thất bại!
MSG_ENCHASER_UNCONDITION	Khảm nạm bảo thạch thất bại!
MSG_CANT_STALL_NO_MARK_PRICE	Bạn vẫn chưa định giá cho bất cứ vật phẩm nào! 
MSG_CANT_STALL_NO_ADV	Xin thiết kế quảng cáo, độ dài khoảng 1-%d chữ 

MSG_CANT_STALL_DISABLED	Không cho phép sắp đặt
MSG_CANT_STALL_OUT_TOWN	Bạn chỉ có thể tiến hành sắp đặt trong thành! 
MSG_CANT_STALL_TRADE_OR_HORSE	Trong lúc cỡi ngựa hoặc đang giao dịch với tổ đội không thể sắp đặt! 
MSG_STALL_OPENED	Bạn bắt đầu sắp đặt. 
MSG_STALL_CLOSED	Bạn quyết định không sắp đặt nữa. 
MSG_STALL_SELLER_CLOSE	Người sắp xếp đã cất nó rồi. 
MSG_STALL_ITEM_SELLED	Vật phẩm này đã bán ra. 
MSG_STALL_ITEM_PRICEUP	Người sắp xếp đã nâng giá niêm yết của vật phẩm này. 
MSG_STALL_SELLER_DONOTSELL	Người sắp xếp đã không bán vật phẩm này. 
MSG_STALL_ITEM_PRICEDOWN	Người sắp xếp giảm giá niêm yết vật phẩm này. 
MSG_STALL_NOMONEY	Bạn chưa đủ tiền. 
MSG_STALL_NOSPACE	Bạn không có chỗ trống để xếp vật phẩm. 
MSG_STALL_ALL_SOLD_OUT	Những vật Bạn cần đã mua đủ, có thể thu xếp rồi! 
MSG_STALL_TAX_RATE1	Thuế suất ở khu vực này là %d%%
MSG_STALL_TAX_RATE2	Quan phủ sau mỗi lần Bạn giao dịch thành công sẽ tự đến thu thuế. 
MSG_STALL_TAX_RATE3	 Bạn là thống soái hoặc là thành viên bang hội, được miễn thuế giao dịch trong thành
MSG_STALL_LEVEL_NOT_ALLOW1	Thông báo: phương pháp tốt nhất để các thương nghiệp không làm ăn gian dối là 
MSG_STALL_LEVEL_NOT_ALLOW2	Thông báo: %d dân chúng dưới cấp...cấm không được sắp đặt!! 
MSG_STALL_TRADE_SUCCESS	<%s> đã mua những thứ Bạn bày ra <%s>. 
MSG_STALL_CANNOT_STALL	Bày bán thất bại, xin kiểm tra: Có phải đã đặt giá cho [vật phẩm không thể bày bán] không?

MSG_BUYSELL_CANNOT_SELL	Thất bại trong việc bán vật phẩm cho NPC: Vật phẩm này không thể bán

MSG_BOX_MUST_UNLOCK	Vật phẩm này đã bị đặt mã khóa, xin mở mã trước. 
MSG_PASSWORD_NULL	Mật mã không thể là khoảng trắng!

MSG_BOX_JEWELRY_ONLY	Cột vật phẩm này chỉ có thể bỏ trang sức vào.
MSG_PRODUCE_NEW_FLAG	Đã xuất hiện 1 Soái kỳ mới!

MSG_PARTNER_LEVEL_UP	%s đã thăng đến %d cấp.
MSG_PARTNER_GET_EXP	%s nhận được %d điểm kinh nghiệm.
MSG_PARTNER_DEC_EXP	%s đã tổn thất %d điểm kinh nghiệm.

MSG_TONG_RIGHT_CLAIMWAR_ERROR	Chỉ có bang chủ mới có thể tuyên chiến bang khác, đại hiệp không có quyền tuyên chiến!
MSG_TONG_UNION_CHANGE_FAIL_MSG	Sau khi rời liên minh 3 ngày mới có thể gia nhập liên minh mới, cần đợi %d giây.

MSG_NW_KICKOUT_NOPERMISSION	Chức vụ này không đủ quyền hạn để đẩy người khác rời mạng.
MSG_NW_KICKOUT_SUCCESS	Đẩy %s rời mạng thành công
MSG_NW_KICKOUT_NOTIFY	Đã bị Thiên Tử [%s] đẩy rời mạng
MSG_NW_INSTATE_NOTKING	Chỉ có quốc vương mới thực hiện được thao tác này!
MSG_NW_LEVYNOTIFY	Thiên tử trưng thu các hạ %d lượng
MSG_NW_LEVYAMOUNT	Đã trưng thu người chơi đang trực tuyến %d lượng
MSG_NW_FORBIDCHAT	Đã bị Thiên Tử cấm nói, %d phút sau tự động giải trừ
MSG_NW_SEALOWNEDBYEMPEROR	Giang hồ đồn đại rằng, ngọc tỷ đang được đương kim thiên tử <color=red>%s<color> quản lý.
MSG_NW_SEALOWNEDBYOTHER	Giang hồ đồ đại rằng, ngọc tỷ rơi vào tay <color=red>%s<color>
MSG_NW_SEALISGONE	Giang hồ đồn đại rằng, ngọc tỷ đã thất lạc rồi!

G_CITYWARDATA_0	< Vòng Đả Lôi Đài mới nhất >\n
G_CITYWARDATA_1	Hai bên quyết đấu: 
G_CITYWARDATA_2	Trận thi đấu bán kết: 
G_CITYWARDATA_3	Lượt thi đấu thứ %u: 
G_CITYWARDATA_4	%s đấu với %s
G_CITYWARDATA_5	%s thắng %s
G_CITYWARDATA_6	<< Khu vực thành %s >>\n
G_CITYWARDATA_7	<<未翻译>>
G_CITYWARDATA_8	Thi đấu vẫn chưa tiến hành...
G_CITYWARDATA_9	<Khu vực khiêu chiến %s - đại chiến Lôi đài>\n 
G_CITYWARDATA_10	Trước mắt đang là thời gian hòa bình \n
G_CITYWARDATA_11	Khu vực Lôi đài hiện đang báo danh \n
G_CITYWARDATA_12	Khu vực Lôi đài đã công bố trình tự thi đấu \n
G_CITYWARDATA_13	Khu vực Lôi đài đã tiến hành thi đấu \n
G_CITYWARDATA_14	 Đã tuyển được một bang hội khiêu chiến %s, phe công thành chuẩn bị chiến đấu \n
G_CITYWARDATA_15	Công thành chiến đã bắt đầu \n
G_CITYWARDATA_16	Đang lúc hỗn độn \n
G_CITYWARDATA_17	Chọn vị Thái Thú tại thành làm %s, thống lĩnh bang hội %s\n
G_CITYWARDATA_18	Thiết lập thuế suất giao dịch là %u, chỉ số vật giá là %u\n
G_CITYWARDATA_19	Thuế suất mới vẫn chưa công bố \n
G_CITYWARDATA_20	Thời gian chiếm lĩnh: %ld ngày \n
G_CITYWARDATA_21	Thời gian chiếm lĩnh:? \n
G_CITYWARDATA_22	Thành này vẫn chưa có vị Thái Thú \n

MSG_IB_BUYITEM_GOLDCOIN_NOTENOUGH	Tiền vàng không đủ, không thể mua vật phẩm này. Hãy mua tiền vàng trên trang chủ trước.
MSG_IB_BUYITEM_GOLDCOIN_GAINRETSCORE	<color=yellow>Bạn đã mua <color=green>[%s]<color>, nhận được %d điểm thương hội<color>
MSG_IB_BUYITEM_GOLDCOIN_TIMEOUT	Vào <color=green>năm %d tháng %d <color>, [%d] điểm thương hội của bạn đã quá hạn, bị xóa bỏ.

G_STR_SELL_RETSCORE	Trả lại tích lũy thương hội

MSG_WORLDCHAT_NEEDMONEY	Chỉ có người chơi đã nạp thẻ mới có thể gửi tin trên kênh thế giới.

G_EMPEROR_SONG	Hoàng Đế
G_EMPEROR_JIN	Khả Hãn
G_NWTITLE_ROYAL	Ngự Phong
G_NWTITLE_KING	Quốc Chủ
G_NWTITLE_MINISTER	Thừa Tướng
G_NWTITLE_MARSHAL	Nguyên Soái
G_NWTITLE_PIONEER	Tiên Phong
G_NWTITLE_SONG	Tống *
G_NWTITLE_JIN	Kim *

G_FUNCTION_FOBIDDEN	Xin lỗi, công năng này tạm thời đã bị đóng, thời gian mở lại sẽ đựoc thông báo sau 

G_UNKNOWNITEM_NAME	Bất minh đạo cụ
G_UNKNOWNITEM_SPR	\\spr\\item\\unknownitem.spr
G_UNKNOWNITEM_INFO	Bạn đang chạy không phải là phiên bản mới nhất! Hãy nhanh chóng sử dụng autoupdate để tránh những lỗi đáng tiếc xảy ra

G_ITEM_EXCHANGE_VALUE	Có thể đổi linh hồn thạch có chứa <color=green>%d<color> tinh lực
G_ITEM_FORTUNE_VALUE	Trị số tài phú binh giáp:<color=green>%d<color>
MSG_SKILL_IS_NOT_IMMEDIA	Kỹ năng này không phải kỹ năng phím tắt, không thể đặt vào khung phím tắt được
MSG_SKILL_EXISTS_IN_IMMEDIA	Khung phím tắt đã có kỹ năng này
MSG_ITEM_CANNOT_IN_IMMEDIATE	Vật phẩm này không được đặt vào khung phím tắt

MSG_SKILL_CANNOT_PICKUP	Không thể lấy kỹ năng này ra

G_TRIP_FORCERETURN	Ngươi bị cưỡng chế trở về server nguồn
G_TRIP_FORBID_EXCHANGE	Trong thời gian xin kết nối , không được tiến hành kết nối.
G_TRIP_RESULT_FAIL	kết nối liên server thất bại, xin hãy thử lại
G_TRIP_RESULT_SUCCESS	Kết nối thành công
G_TRIP_RESULT_SERVERLOST	Kết nối Liên server thất bại: server mục tiêu chưa liên kết
G_TRIP_RESULT_ALREADYAPPLY	Đang tiến hành kết nối Liên server, xin hãy kiên nhẫn chờ đợi
G_TRIP_RESULT_DENY	Kết nối thất bại: server mục tiêu cự tuyệt
G_TRIP_RESULT_ERROR	Kết nối thất bại: lỗi hệ thống
G_TRIP_RESULT_INVALID	Hiện tại ngươi không thể xin kết nối Liên server
G_TRIP_RESULT_LESSOFFLINETIME	Kết nối Liên server thất bại: Thời gian rời mạng ủy thác không đủ
G_TRIP_FINISH	Trạng thái kết quả liên server.
G_TRIP_RETURNFAIL	Trở về server nguồn thất bại, xin hãy thử lại.
G_TRIP_FIXERROR	Lỗi trạng thái Liên server, đang tiến hành sửa lỗi, xin hãy thử lại


MSG_TONG_AUTO_REFUSE_LEVEL	Đẳng cấp của ngươi quá thấp, bang hội này từ chối đề nghị gia nhập của ngươi	
G_MERIDIAN_ACU_OK	Xung huyệt thành công
G_MERIDIAN_ACU_EXIST	Huyệt vị này đã được xung kai!
G_MERIDIAN_WRONG_ORDER	Xin hãy theo tuần tự mà xung huyệt!
G_MERIDIAN_NO_MATERIAL	Nguyên liệu xung huyệt không đủ!
G_MERIDIAN_ACU_FAILED	Xung huyệt thất bại
G_MERIDIAN_SYS_ERROR	Lỗi hệ thống xung huyệt!
G_MERIDIAN_LEVEL_NOT_OPEN	Đẳng cấp huyệt vị này chưa mở!
G_STR_NO_ENOUGH_ITEM	%không đủ
G_STR_LONGLINGQI	Long Lệnh Kỳ
G_STR_LINLINGQI	Lân Lệnh Kỳ
G_STR_GUILINGQI	Quy Lệnh Kỳ
G_STR_FENGLINGQI	Phụng Lệnh Kỳ
G_STR_WUXINGQISHI	Ngũ Hành Kỳ Thạch
G_STR_XINGXIALING	Hành Hiệp Lệnh
G_STR_SJGX	Điểm công huân
G_STR_GUTA_POINT	Tích điểm Cổ Tháp
G_STR_DIANQUAN	Điểm Quyển
MSG_MOVE_ITEM_FAIL_HINT_DEFAULT	Không gian hành trang đã đầy.
MSG_MOVE_ITEM_FAIL_HINT_BAG	Khoảng trống trong túi không đủ! 
MSG_MOVE_ITEM_FAIL_HINT_REPO	Chỗ trống rương chứa đồ không đủ.
MSG_MOVE_ITEM_FAIL_HINT_EXT	Chỗ trống rương mở rộng không đủ.
MSG_MOVE_ITEM_FAIL_HINT_SUBBAG	Chỗ trống hành trang bang hội không đủ.
MSG_MOVE_ITEM_FAIL_HINT_TRADE	Không gian ô giao dịch không đủ.
MSG_MOVE_ITEM_FAIL_REPO_LOCKED	Rương chứa đồ đang bị khóa, không thể di chuyển.
MSG_MOVE_ITEM_FAIL_TRADE_LOCKED	Giao dịch đã bị khóa, không thể di chuyển.
G_NEWMERIDIAN_SYS_MAXLEVEL	Kinh Mạch này đã đạt cấp tối đa

MSG_SECURITY_LOCK_OPERATION_IS_LOCKED	Thao tác đã bị khóa. Mở khóa và tiến hành lại.
MSG_SECURITY_LOCK_WRONG_PASSWORD	Mật khẩu không đúng.
G_STR_PET_NAME_DISPLAY_FORMAT	%s của %s
MSG_SECURITY_LOCK_UNLOCK_SUCCUESS	Mật khẩu mở khóa thành công
MSG_SECURITY_LOCK_RESET_PASSWORD_SUCCESS	Đổi mật khẩu thành công

G_STR_SMELT_NOT_EQUIP	Vị trí này chỉ được bỏ vào trang bị Bạch Kim hoặc trang bị Hoàng Kim
G_STR_SMELT_NOT_STEEL	Vị trí này chỉ được bỏ vào Văn Cương
G_STR_SMELT_NOT_COAL	Vị trí này chỉ được bỏ Huyền Hỏa Than
G_STR_CANNOT_STACK	Vị trí này không được bỏ vật phẩm xếp chồng
G_STR_SMELT_HANDNOTNULL	Bỏ vật phẩm trên tay vào hành trang rồi tiếp tục thao tác

G_STR_SMELTINFO_TYPE	<color=yellow> Loai trang bị có thể dung luyện: %s\n<color>
G_STR_SMELTINFO_ALREADYSMELT	<color=green> Đã từng dung luyện qua chưa %s\n<color>
G_STR_SMELTINFO_ISBIND	<color=green> sau khi thí luyện có khóa vĩnh viễn không: %s\n<color>
G_STR_SMELTINFO_YES	Tuân lệnh!
G_STR_SMELTINFO_NO	Không 
G_STR_SMELTINFO_PINZHI	<color=Blue> Phẩm chất: cấp %d \n<color>
G_STR_SMELTINFO_EQUIP	<color=green> Số lượng Văn Cương đã dung luyện: %d / %d\n Cấp độ tối đa có thể dung luyện Văn Cương %d\n<color>

G_STR_SMELTINFO_EQUIP1	Vũ Khí
G_STR_SMELTINFO_EQUIP2	Y Phục
G_STR_SMELTINFO_EQUIP3	Nhẫn,
G_STR_SMELTINFO_EQUIP4	Hạng Liên
G_STR_SMELTINFO_EQUIP5	Ngoa tử 
G_STR_SMELTINFO_EQUIP6	Yêu Đái
G_STR_SMELTINFO_EQUIP7	Đỉnh Mạo
G_STR_SMELTINFO_EQUIP8	Hộ Uyển
G_STR_SMELTINFO_EQUIP9	Ngọc bội
G_STR_SMELTINFO_EQUIP10	Ngựa
G_STR_SMELTINFO_EQUIP11	Mặt Nạ
G_STR_SMELTINFO_EQUIP12	Phi Phong
G_STR_SMELTINFO_EQUIP13	ấn
G_STR_SMELTINFO_EQUIP14	Trang sức

MSG_AUTO_PATHFINDING_NOT_EXISTED	Khu vực này không thể sử dụng chức năng tự tìm đường, đại hiệp cần tự mình đi.

G_STR_BIAOCHE_FAR_AWAY	Đại hiệp cách tiêu xa xa quá!
G_STR_COME_BACK_BIAOCHE	Đại hiệp đã trở về với tiêu xa!

G_STR_XING	%d sao %s
G_STR_OF	%s của %s
G_STR_MANTLESYSTEM_BLESS_VALUE	<color=HBlue>Đột phá điểm chúc phúc %d/%d<color>
G_STR_COLOR_XING	<color=Green>%d sao %s<color>\n
G_STR_COLOR_EMPTY_XING	<color=Green>%d sao Lỗ khảm trống<color>\n
G_STR_XIANGQIANG_DEBUG_INFO	"Lỗ khảm Tinh Thần Thạch: %d---Cấp: %d---Khảm Tinh Thần Thạch P: %d"
