nhanvat	part	bang	dong_tep	equipNo	k	action	o	path	uid	cham_toi	trang_thai
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	57	MeleeWMagic	MA_LW_000_MG03.spr	\spr\npcres\man\MA_LW_000_MG03.spr	971A5053	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	58	RangeWMagic	MA_LW_000_MG04.spr	\spr\npcres\man\MA_LW_000_MG04.spr	909046D5	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	59	DoubleWMagic	MA_LW_000_MG05.spr	\spr\npcres\man\MA_LW_000_MG05.spr	922E4D57	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	60	SwordShieldWMagic	MA_LW_164_MG06.spr	\spr\npcres\man\MA_LW_164_MG06.spr	5B7711B0	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	61	ShieldSwordWMagic	MA_LW_164_MG06.spr	\spr\npcres\man\MA_LW_164_MG06.spr	5B7711B0	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	62	GuqinWMagic	MA_LW_000_MG07.spr	\spr\npcres\man\MA_LW_000_MG07.spr	6932664B	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	63	SitDown	MA_LW_000_ZZ01.spr	\spr\npcres\man\MA_LW_000_ZZ01.spr	59CE2745	1	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	64	JumpFly	MA_LW_000_JP01.spr	\spr\npcres\man\MA_LW_000_JP01.spr	7A334BFD	1	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	65	RideStand	MA_LW_164_RD01.spr	\spr\npcres\man\MA_LW_164_RD01.spr	0DF50196	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	66	RideWalk	MA_LW_164_HW01.spr	\spr\npcres\man\MA_LW_164_HW01.spr	D75E52C4	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	67	RideRun	MA_LW_164_HR01.spr	\spr\npcres\man\MA_LW_164_HR01.spr	37BFA8F0	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	68	RideCut	MA_LW_164_HA01.spr	\spr\npcres\man\MA_LW_164_HA01.spr	0DAD4B27	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	69	RidePuncture	MA_LW_164_HA02.spr	\spr\npcres\man\MA_LW_164_HA02.spr	0F3B7199	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	70	RideMagic	MA_LW_164_HM01.spr	\spr\npcres\man\MA_LW_164_HM01.spr	9799AE2C	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	71	RideWound	MA_LW_164_HI01.spr	\spr\npcres\man\MA_LW_164_HI01.spr	AAC80C07	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	72	RideDie	MA_LW_164_HD01.spr	\spr\npcres\man\MA_LW_164_HD01.spr	8B2A05E8	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	73	RideStand1	MA_LW_164_RD01.spr	\spr\npcres\man\MA_LW_164_RD01.spr	0DF50196	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	270	268	74	RideStand2	MA_LW_164_RD01.spr	\spr\npcres\man\MA_LW_164_RD01.spr	0DF50196	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	0	SwordShieldWFreeStand	MA_LW_164_ST01.spr	\spr\npcres\man\MA_LW_164_ST01.spr	3EFF05B1	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	1	ShieldSwordWFreeStand	MA_LW_164_ST01.spr	\spr\npcres\man\MA_LW_164_ST01.spr	3EFF05B1	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	2	FreeStand1	MA_LW_164_ST01.spr	\spr\npcres\man\MA_LW_164_ST01.spr	3EFF05B1	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	3	FreeStand2	MA_LW_164_ST02.spr	\spr\npcres\man\MA_LW_164_ST02.spr	38750833	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	4	FreeStand3	MA_LW_000_ST03.spr	\spr\npcres\man\MA_LW_000_ST03.spr	4E3005A4	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	5	MeleeWStand	MA_LW_000_ST04.spr	\spr\npcres\man\MA_LW_000_ST04.spr	4B4E0826	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	6	RangeWStand	MA_LW_000_ST05.spr	\spr\npcres\man\MA_LW_000_ST05.spr	44C43E98	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	7	DoubleWStand	MA_LW_000_ST06.spr	\spr\npcres\man\MA_LW_000_ST06.spr	4652251A	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	8	SwordShieldWStand	MA_LW_164_ST07.spr	\spr\npcres\man\MA_LW_164_ST07.spr	0FBBC4AD	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	9	ShieldSwordWStand	MA_LW_164_ST07.spr	\spr\npcres\man\MA_LW_164_ST07.spr	0FBBC4AD	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	10	GuqinWStand1	MA_LW_000_ST08.spr	\spr\npcres\man\MA_LW_000_ST08.spr	5D66DE1E	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	11	GuqinWStand2	MA_LW_000_ST09.spr	\spr\npcres\man\MA_LW_000_ST09.spr	5EFCC490	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	12	FreeWalk	MA_LW_000_WK01.spr	\spr\npcres\man\MA_LW_000_WK01.spr	4FA19B1D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	13	NormalWalk	MA_LW_000_WK01.spr	\spr\npcres\man\MA_LW_000_WK01.spr	4FA19B1D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	14	MeleeWWalk	MA_LW_000_WK02.spr	\spr\npcres\man\MA_LW_000_WK02.spr	493F819F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	15	RangeWWalk	MA_LW_000_WK03.spr	\spr\npcres\man\MA_LW_000_WK03.spr	4AB5B411	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	16	DoubleWWalk	MA_LW_000_WK04.spr	\spr\npcres\man\MA_LW_000_WK04.spr	47C3BA93	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	17	SwordShieldWWalk	MA_LW_164_WK05.spr	\spr\npcres\man\MA_LW_164_WK05.spr	8D158901	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	18	ShieldSwordWWalk	MA_LW_164_WK05.spr	\spr\npcres\man\MA_LW_164_WK05.spr	8D158901	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	19	GuqinWWalk	MA_LW_000_WK06.spr	\spr\npcres\man\MA_LW_000_WK06.spr	42D05797	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	20	FreeRun	MA_LW_000_RN01.spr	\spr\npcres\man\MA_LW_000_RN01.spr	81FE191D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	21	NormalRun	MA_LW_000_RN01.spr	\spr\npcres\man\MA_LW_000_RN01.spr	81FE191D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	22	MeleeWRun	MA_LW_000_RN02.spr	\spr\npcres\man\MA_LW_000_RN02.spr	83740F9F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	23	RangeWRun	MA_LW_000_RN03.spr	\spr\npcres\man\MA_LW_000_RN03.spr	9C823211	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	24	DoubleWRun	MA_LW_000_RN04.spr	\spr\npcres\man\MA_LW_000_RN04.spr	9E183893	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	25	SwordShieldWRun	MA_LW_164_RN05.spr	\spr\npcres\man\MA_LW_164_RN05.spr	C761DBDB	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	26	ShieldSwordWRun	MA_LW_164_RN06.spr	\spr\npcres\man\MA_LW_164_RN06.spr	C0FFCE5D	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	27	GuqinWRun	MA_LW_000_RN07.spr	\spr\npcres\man\MA_LW_000_RN07.spr	96BAD809	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	28	FreeWound	MA_LW_000_IJ01.spr	\spr\npcres\man\MA_LW_000_IJ01.spr	088D78B5	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	29	MeleeWWound	MA_LW_000_IJ02.spr	\spr\npcres\man\MA_LW_000_IJ02.spr	0A1B6F37	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	30	RangeWWound	MA_LW_000_IJ03.spr	\spr\npcres\man\MA_LW_000_IJ03.spr	079115A9	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	31	DoubleWWound	MA_LW_000_IJ04.spr	\spr\npcres\man\MA_LW_000_IJ04.spr	012F182B	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	32	SwordShieldWWound	MA_LW_164_IJ05.spr	\spr\npcres\man\MA_LW_164_IJ05.spr	4E703723	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	33	ShieldSwordWWound	MA_LW_164_IJ05.spr	\spr\npcres\man\MA_LW_164_IJ05.spr	4E703723	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	34	GuqinWWound	MA_LW_000_IJ06.spr	\spr\npcres\man\MA_LW_000_IJ06.spr	1C33352F	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	35	FreeDie	MA_LW_000_DE01.spr	\spr\npcres\man\MA_LW_000_DE01.spr	25BDC514	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	36	MeleeWDie	MA_LW_000_DE02.spr	\spr\npcres\man\MA_LW_000_DE02.spr	26CBCB96	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	37	RangeWDie	MA_LW_000_DE03.spr	\spr\npcres\man\MA_LW_000_DE03.spr	2041FE08	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	38	DoubleWDie	MA_LW_000_DE04.spr	\spr\npcres\man\MA_LW_000_DE04.spr	3DDFE48A	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	39	SwordShieldWDie	MA_LW_164_DE05.spr	\spr\npcres\man\MA_LW_164_DE05.spr	EB20841D	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	40	ShieldSwordWDie	MA_LW_164_DE05.spr	\spr\npcres\man\MA_LW_164_DE05.spr	EB20841D	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	41	GuqinWDie	MA_LW_000_DE06.spr	\spr\npcres\man\MA_LW_000_DE06.spr	38E3918E	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	42	FreeAttack	MA_LW_000_AT01.spr	\spr\npcres\man\MA_LW_000_AT01.spr	9A6D774F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	43	MeleeWPuncture	MA_LW_000_AT02.spr	\spr\npcres\man\MA_LW_000_AT02.spr	97FB7DC1	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	44	MeleeWCut	MA_LW_000_AT03.spr	\spr\npcres\man\MA_LW_000_AT03.spr	91716043	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	45	RangeWPuncture	MA_LW_000_AT04.spr	\spr\npcres\man\MA_LW_000_AT04.spr	928F16C5	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	46	RangeWCut	MA_LW_000_AT05.spr	\spr\npcres\man\MA_LW_000_AT05.spr	6C051D47	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	47	DoubleWPull	MA_LW_000_AT06.spr	\spr\npcres\man\MA_LW_000_AT06.spr	699303B9	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	48	DoubleWPound	MA_LW_000_AT07.spr	\spr\npcres\man\MA_LW_000_AT07.spr	6B29363B	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	49	SwordShieldWChop	MA_LW_164_AT08.spr	\spr\npcres\man\MA_LW_164_AT08.spr	5072DAA4	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	50	SwordShieldWCut	MA_LW_164_AT09.spr	\spr\npcres\man\MA_LW_164_AT09.spr	2D88C126	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	51	ShieldSwordWChop	MA_LW_164_AT08.spr	\spr\npcres\man\MA_LW_164_AT08.spr	5072DAA4	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	52	ShieldSwordWCut	MA_LW_164_AT09.spr	\spr\npcres\man\MA_LW_164_AT09.spr	2D88C126	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	53	GuqinWPuncture	MA_LW_000_AT10.spr	\spr\npcres\man\MA_LW_000_AT10.spr	A6A842CA	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	54	GuqinWCut	MA_LW_000_AT11.spr	\spr\npcres\man\MA_LW_000_AT11.spr	A026494C	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	55	DartThrow	MA_LW_000_MG01.spr	\spr\npcres\man\MA_LW_000_MG01.spr	9875A75F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	56	FreeMagic	MA_LW_000_MG02.spr	\spr\npcres\man\MA_LW_000_MG02.spr	9583ADD1	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	57	MeleeWMagic	MA_LW_000_MG03.spr	\spr\npcres\man\MA_LW_000_MG03.spr	971A5053	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	58	RangeWMagic	MA_LW_000_MG04.spr	\spr\npcres\man\MA_LW_000_MG04.spr	909046D5	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	59	DoubleWMagic	MA_LW_000_MG05.spr	\spr\npcres\man\MA_LW_000_MG05.spr	922E4D57	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	60	SwordShieldWMagic	MA_LW_164_MG06.spr	\spr\npcres\man\MA_LW_164_MG06.spr	5B7711B0	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	61	ShieldSwordWMagic	MA_LW_164_MG06.spr	\spr\npcres\man\MA_LW_164_MG06.spr	5B7711B0	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	62	GuqinWMagic	MA_LW_000_MG07.spr	\spr\npcres\man\MA_LW_000_MG07.spr	6932664B	0	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	63	SitDown	MA_LW_000_ZZ01.spr	\spr\npcres\man\MA_LW_000_ZZ01.spr	59CE2745	1	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	64	JumpFly	MA_LW_000_JP01.spr	\spr\npcres\man\MA_LW_000_JP01.spr	7A334BFD	1	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	65	RideStand	MA_LW_164_RD01.spr	\spr\npcres\man\MA_LW_164_RD01.spr	0DF50196	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	66	RideWalk	MA_LW_164_HW01.spr	\spr\npcres\man\MA_LW_164_HW01.spr	D75E52C4	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	67	RideRun	MA_LW_164_HR01.spr	\spr\npcres\man\MA_LW_164_HR01.spr	37BFA8F0	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	68	RideCut	MA_LW_164_HA01.spr	\spr\npcres\man\MA_LW_164_HA01.spr	0DAD4B27	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	69	RidePuncture	MA_LW_164_HA02.spr	\spr\npcres\man\MA_LW_164_HA02.spr	0F3B7199	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	70	RideMagic	MA_LW_164_HM01.spr	\spr\npcres\man\MA_LW_164_HM01.spr	9799AE2C	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	71	RideWound	MA_LW_164_HI01.spr	\spr\npcres\man\MA_LW_164_HI01.spr	AAC80C07	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	72	RideDie	MA_LW_164_HD01.spr	\spr\npcres\man\MA_LW_164_HD01.spr	8B2A05E8	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	73	RideStand1	MA_LW_164_RD01.spr	\spr\npcres\man\MA_LW_164_RD01.spr	0DF50196	0	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	271	269	74	RideStand2	MA_LW_164_RD01.spr	\spr\npcres\man\MA_LW_164_RD01.spr	0DF50196	1	JX1:updatejx15.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	0	SwordShieldWFreeStand	MA_LW_000_ST01.spr	\spr\npcres\man\MA_LW_000_ST01.spr	732C68A0	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	1	ShieldSwordWFreeStand	MA_LW_000_ST01.spr	\spr\npcres\man\MA_LW_000_ST01.spr	732C68A0	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	2	FreeStand1	MA_LW_000_ST01.spr	\spr\npcres\man\MA_LW_000_ST01.spr	732C68A0	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	3	FreeStand2	MA_LW_000_ST02.spr	\spr\npcres\man\MA_LW_000_ST02.spr	4CBA1F22	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	4	FreeStand3	MA_LW_000_ST03.spr	\spr\npcres\man\MA_LW_000_ST03.spr	4E3005A4	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	5	MeleeWStand	MA_LW_000_ST04.spr	\spr\npcres\man\MA_LW_000_ST04.spr	4B4E0826	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	6	RangeWStand	MA_LW_000_ST05.spr	\spr\npcres\man\MA_LW_000_ST05.spr	44C43E98	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	7	DoubleWStand	MA_LW_000_ST06.spr	\spr\npcres\man\MA_LW_000_ST06.spr	4652251A	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	8	SwordShieldWStand	MA_LW_000_ST07.spr	\spr\npcres\man\MA_LW_000_ST07.spr	43E82B9C	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	9	ShieldSwordWStand	MA_LW_000_ST07.spr	\spr\npcres\man\MA_LW_000_ST07.spr	43E82B9C	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	10	GuqinWStand1	MA_LW_000_ST08.spr	\spr\npcres\man\MA_LW_000_ST08.spr	5D66DE1E	1	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	11	GuqinWStand2	MA_LW_000_ST09.spr	\spr\npcres\man\MA_LW_000_ST09.spr	5EFCC490	1	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	12	FreeWalk	MA_LW_000_WK01.spr	\spr\npcres\man\MA_LW_000_WK01.spr	4FA19B1D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	13	NormalWalk	MA_LW_000_WK01.spr	\spr\npcres\man\MA_LW_000_WK01.spr	4FA19B1D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	14	MeleeWWalk	MA_LW_000_WK02.spr	\spr\npcres\man\MA_LW_000_WK02.spr	493F819F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	15	RangeWWalk	MA_LW_000_WK03.spr	\spr\npcres\man\MA_LW_000_WK03.spr	4AB5B411	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	16	DoubleWWalk	MA_LW_000_WK04.spr	\spr\npcres\man\MA_LW_000_WK04.spr	47C3BA93	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	17	SwordShieldWWalk	MA_LW_000_WK05.spr	\spr\npcres\man\MA_LW_000_WK05.spr	4159A115	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	18	ShieldSwordWWalk	MA_LW_000_WK05.spr	\spr\npcres\man\MA_LW_000_WK05.spr	4159A115	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	19	GuqinWWalk	MA_LW_000_WK06.spr	\spr\npcres\man\MA_LW_000_WK06.spr	42D05797	1	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	20	FreeRun	MA_LW_000_RN01.spr	\spr\npcres\man\MA_LW_000_RN01.spr	81FE191D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	21	NormalRun	MA_LW_000_RN01.spr	\spr\npcres\man\MA_LW_000_RN01.spr	81FE191D	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	22	MeleeWRun	MA_LW_000_RN02.spr	\spr\npcres\man\MA_LW_000_RN02.spr	83740F9F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	23	RangeWRun	MA_LW_000_RN03.spr	\spr\npcres\man\MA_LW_000_RN03.spr	9C823211	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	24	DoubleWRun	MA_LW_000_RN04.spr	\spr\npcres\man\MA_LW_000_RN04.spr	9E183893	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	25	SwordShieldWRun	MA_LW_000_RN05.spr	\spr\npcres\man\MA_LW_000_RN05.spr	9B962F15	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	26	ShieldSwordWRun	MA_LW_000_RN06.spr	\spr\npcres\man\MA_LW_000_RN06.spr	952CD597	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	27	GuqinWRun	MA_LW_000_RN07.spr	\spr\npcres\man\MA_LW_000_RN07.spr	96BAD809	1	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	28	FreeWound	MA_LW_000_IJ01.spr	\spr\npcres\man\MA_LW_000_IJ01.spr	088D78B5	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	29	MeleeWWound	MA_LW_000_IJ02.spr	\spr\npcres\man\MA_LW_000_IJ02.spr	0A1B6F37	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	30	RangeWWound	MA_LW_000_IJ03.spr	\spr\npcres\man\MA_LW_000_IJ03.spr	079115A9	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	31	DoubleWWound	MA_LW_000_IJ04.spr	\spr\npcres\man\MA_LW_000_IJ04.spr	012F182B	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	32	SwordShieldWWound	MA_LW_000_IJ05.spr	\spr\npcres\man\MA_LW_000_IJ05.spr	02A50EAD	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	33	ShieldSwordWWound	MA_LW_000_IJ05.spr	\spr\npcres\man\MA_LW_000_IJ05.spr	02A50EAD	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	34	GuqinWWound	MA_LW_000_IJ06.spr	\spr\npcres\man\MA_LW_000_IJ06.spr	1C33352F	1	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	35	FreeDie	MA_LW_000_DE01.spr	\spr\npcres\man\MA_LW_000_DE01.spr	25BDC514	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	36	MeleeWDie	MA_LW_000_DE02.spr	\spr\npcres\man\MA_LW_000_DE02.spr	26CBCB96	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	37	RangeWDie	MA_LW_000_DE03.spr	\spr\npcres\man\MA_LW_000_DE03.spr	2041FE08	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	38	DoubleWDie	MA_LW_000_DE04.spr	\spr\npcres\man\MA_LW_000_DE04.spr	3DDFE48A	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	39	SwordShieldWDie	MA_LW_000_DE05.spr	\spr\npcres\man\MA_LW_000_DE05.spr	3F55EB0C	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	40	ShieldSwordWDie	MA_LW_000_DE05.spr	\spr\npcres\man\MA_LW_000_DE05.spr	3F55EB0C	0	THIEU CA HAI
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	41	GuqinWDie	MA_LW_000_DE06.spr	\spr\npcres\man\MA_LW_000_DE06.spr	38E3918E	1	JX1:updatejx16.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	42	FreeAttack	MA_LW_000_AT01.spr	\spr\npcres\man\MA_LW_000_AT01.spr	9A6D774F	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	43	MeleeWPuncture	MA_LW_000_AT02.spr	\spr\npcres\man\MA_LW_000_AT02.spr	97FB7DC1	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	44	MeleeWCut	MA_LW_000_AT03.spr	\spr\npcres\man\MA_LW_000_AT03.spr	91716043	0	JX1:spr.pak
MainMan	LeftWeapon	ManLeftWeapon.txt	278	276	45	RangeWPuncture	MA_LW_000_AT04.spr	\spr\npcres\man\MA_LW_000_AT04.spr	928F16C5	0	THIEU CA HAI
