kieu	ids	kind	CharacterType	ResFilePath	normal_res	spr_info	nguon_hang	actions	path	uid	trang_thai	sua	ghi_chu
boss147	2259,2307	co	NormalNpc	spr\npcres\boss\boss147	co	co	JX1	Wound	\spr\npcres\boss\boss147\boss147_bat.spr	D8EEEED2	JX1:updatejx14.pak		
boss147	2259,2307	co	NormalNpc	spr\npcres\boss\boss147	co	co	JX1	Die	\spr\npcres\boss\boss147\boss147_die.spr	9E0A0CA7	JX1:updatejx14.pak		
boss147	2259,2307	co	NormalNpc	spr\npcres\boss\boss147	co	co	JX1	Attack1	\spr\npcres\boss\boss147\boss147_at01.spr	7FA9933A	JX1:updatejx14.pak		
boss147	2259,2307	co	NormalNpc	spr\npcres\boss\boss147	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss147\boss147_at02.spr	784871F5	JX1:updatejx14.pak		
passerby263	2260	co	NormalNpc	spr\npcres\passerby\passerby263	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby263\passerby263.spr	A7E96BD2	JX1:updatejx14.pak		
passerby342	2261,2349	co	NormalNpc	spr\npcres\passerby\passerby342_zhizhuwang	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\npcres\passerby\passerby342_zhizhuwang\Ö©ÖëÍø_st01.spr	F88F8EA4	JX1:updatejx07_jxf06.pak		
passerby342	2261,2349	co	NormalNpc	spr\npcres\passerby\passerby342_zhizhuwang	co	co	JX1	Die	\spr\npcres\passerby\passerby342_zhizhuwang\Ö©ÖëÍø_die.spr	37CDFE66	JX1:updatejx07_jxf06.pak		
boss113	2262,2263,2264,2265,2266,2267,2358,2512	co	NormalNpc	spr\npcres\boss\boss113	co	co	JX1	FightStand	\spr\npcres\boss\boss113\boss113_st01.spr	E2009585	JX1:updatejx12.pak		
boss113	2262,2263,2264,2265,2266,2267,2358,2512	co	NormalNpc	spr\npcres\boss\boss113	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss113\boss113_st02.spr	FF277030	JX1:updatejx12.pak		
boss113	2262,2263,2264,2265,2266,2267,2358,2512	co	NormalNpc	spr\npcres\boss\boss113	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss113\boss113_wlk.spr	211A888B	JX1:updatejx12.pak		
boss113	2262,2263,2264,2265,2266,2267,2358,2512	co	NormalNpc	spr\npcres\boss\boss113	co	co	JX1	Wound	\spr\npcres\boss\boss113\boss113_bat.spr	36DBFE10	JX1:updatejx12.pak		
boss113	2262,2263,2264,2265,2266,2267,2358,2512	co	NormalNpc	spr\npcres\boss\boss113	co	co	JX1	Die	\spr\npcres\boss\boss113\boss113_die.spr	74671D20	JX1:updatejx12.pak		
boss113	2262,2263,2264,2265,2266,2267,2358,2512	co	NormalNpc	spr\npcres\boss\boss113	co	co	JX1	Attack1	\spr\npcres\boss\boss113\boss113_at01.spr	600D9A06	JX1:updatejx14.pak		
boss113	2262,2263,2264,2265,2266,2267,2358,2512	co	NormalNpc	spr\npcres\boss\boss113	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss113\boss113_at02.spr	7D2C78B1	JX1:updatejx12.pak		
boss157	2269	co	NormalNpc	spr\npcres\boss\boss157	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss157\boss157_st01.spr	14958FE8	JX1:updatejx14.pak		
boss157	2269	co	NormalNpc	spr\npcres\boss\boss157	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss157\boss157_st02.spr	11B46DA3	JX1:updatejx14.pak		
boss157	2269	co	NormalNpc	spr\npcres\boss\boss157	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss157\boss157_wlk.spr	5A47E9E3	JX1:updatejx14.pak		
boss157	2269	co	NormalNpc	spr\npcres\boss\boss157	co	co	JX1	Wound	\spr\npcres\boss\boss157\boss157_bat.spr	28002B18	JX1:updatejx14.pak		
boss157	2269	co	NormalNpc	spr\npcres\boss\boss157	co	co	JX1	Die	\spr\npcres\boss\boss157\boss157_die.spr	E9AC49ED	JX1:updatejx14.pak		
boss157	2269	co	NormalNpc	spr\npcres\boss\boss157	co	co	JX1	Attack1	\spr\npcres\boss\boss157\boss157_at01.spr	9A9397EF	JX1:updatejx14.pak		
boss157	2269	co	NormalNpc	spr\npcres\boss\boss157	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss157\boss157_at02.spr	97B2759A	JX1:updatejx14.pak		
boss159	2270	co	NormalNpc	spr\npcres\boss\boss159	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss159\boss159_st01.spr	3D3E6082	JX1:updatejx14.pak		
boss159	2270	co	NormalNpc	spr\npcres\boss\boss159	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss159\boss159_st02.spr	39DCCF3D	JX1:updatejx14.pak		
boss159	2270	co	NormalNpc	spr\npcres\boss\boss159	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss159\boss159_wlk.spr	617438A9	JX1:updatejx14.pak		
boss159	2270	co	NormalNpc	spr\npcres\boss\boss159	co	co	JX1	Wound	\spr\npcres\boss\boss159\boss159_bat.spr	77354908	JX1:updatejx14.pak		
boss159	2270	co	NormalNpc	spr\npcres\boss\boss159	co	co	JX1	Die	\spr\npcres\boss\boss159\boss159_die.spr	34509563	JX1:updatejx14.pak		
boss159	2270	co	NormalNpc	spr\npcres\boss\boss159	co	co	JX1	Attack1	\spr\npcres\boss\boss159\boss159_at01.spr	A324B3C9	JX1:updatejx14.pak		
boss159	2270	co	NormalNpc	spr\npcres\boss\boss159	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss159\boss159_at02.spr	BFDB1184	JX1:updatejx14.pak		
boss103	2271,2272	co	NormalNpc	spr\npcres\boss\boss103	co	co	JX1	FightStand	\spr\npcres\boss\boss103\boss103_st01.spr	589869B5	JX1:updatejx14.pak		
boss103	2271,2272	co	NormalNpc	spr\npcres\boss\boss103	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss103\boss103_st02.spr	55BEF460	JX1:updatejx14.pak		
boss103	2271,2272	co	NormalNpc	spr\npcres\boss\boss103	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss103\boss103_wlk.spr	E394065B	JX1:updatejx14.pak		
boss103	2271,2272	co	NormalNpc	spr\npcres\boss\boss103	co	co	JX1	Wound	\spr\npcres\boss\boss103\boss103_bat.spr	F1554D76	JX1:updatejx14.pak		
boss103	2271,2272	co	NormalNpc	spr\npcres\boss\boss103	co	co	JX1	Die	\spr\npcres\boss\boss103\boss103_die.spr	B6F0E7EB	JX1:updatejx14.pak		
boss103	2271,2272	co	NormalNpc	spr\npcres\boss\boss103	co	co	JX1	Attack1	\spr\npcres\boss\boss103\boss103_at01.spr	DE851E36	JX1:updatejx14.pak		
boss103	2271,2272	co	NormalNpc	spr\npcres\boss\boss103	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss103\boss103_at02.spr	DBBBFCE1	JX1:updatejx14.pak		
boss138	2273,2306	co	NormalNpc	spr\npcres\boss\boss138	co	co	JX1	FightStand	\spr\npcres\boss\boss138\boss138_st01.spr	5BC53411	JX1:updatejx14.pak		
boss138	2273,2306	co	NormalNpc	spr\npcres\boss\boss138	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss138\boss138_st02.spr	54FB92CC	JX1:updatejx14.pak		
boss138	2273,2306	co	NormalNpc	spr\npcres\boss\boss138	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,Wound,JunpFly	\spr\npcres\boss\boss138\boss138_wlk.spr	8CEC2D2A	JX1:updatejx14.pak		
boss138	2273,2306	co	NormalNpc	spr\npcres\boss\boss138	co	co	JX1	Die	\spr\npcres\boss\boss138\boss138_die.spr	C3C8862F	JX1:updatejx14.pak		
boss138	2273,2306	co	NormalNpc	spr\npcres\boss\boss138	co	co	JX1	Attack1	\spr\npcres\boss\boss138\boss138_at01.spr	D9CC4758	JX1:updatejx14.pak		
boss138	2273,2306	co	NormalNpc	spr\npcres\boss\boss138	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss138\boss138_at02.spr	DAE22513	JX1:updatejx14.pak		
boss022	2274	co	NormalNpc	spr\npcres\boss\boss022	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss022\boss022_st01.spr	8D471D2D	JX1:updatejx14.pak		
boss022	2274	co	NormalNpc	spr\npcres\boss\boss022	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss022\boss022_wlk.spr	25DAA363	JX1:updatejx14.pak		
boss022	2274	co	NormalNpc	spr\npcres\boss\boss022	co	co	JX1	Wound	\spr\npcres\boss\boss022\boss022_bat.spr	3B9BE8E8	JX1:updatejx14.pak		
boss022	2274	co	NormalNpc	spr\npcres\boss\boss022	co	co	JX1	Die	\spr\npcres\boss\boss022\boss022_die.spr	F9273443	JX1:updatejx14.pak		
boss022	2274	co	NormalNpc	spr\npcres\boss\boss022	co	co	JX1	Attack1	\spr\npcres\boss\boss022\boss022_at01.spr	334C05AE	JX1:updatejx14.pak		
boss022	2274	co	NormalNpc	spr\npcres\boss\boss022	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss022\boss022_at02.spr	0C62E059	JX1:updatejx14.pak		
ani038	2275	co	NormalNpc	spr\npcres\animal\ani038	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\animal\ani038\ani038_st.spr	C910E4CF	JX1:spr.pak		
ani038	2275	co	NormalNpc	spr\npcres\animal\ani038	co	co	JX1	NormalStand2	\spr\npcres\animal\ani038\ani038_pst.spr	0EDEE223	JX1:spr.pak		
ani038	2275	co	NormalNpc	spr\npcres\animal\ani038	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\animal\ani038\ani038_wlk.spr	88E7EACF	JX1:spr.pak		
ani038	2275	co	NormalNpc	spr\npcres\animal\ani038	co	co	JX1	Wound	\spr\npcres\animal\ani038\ani038_bat.spr	9EA02C04	JX1:spr.pak		
ani038	2275	co	NormalNpc	spr\npcres\animal\ani038	co	co	JX1	Die	\spr\npcres\animal\ani038\ani038_die.spr	5FCC4AC9	JX1:spr.pak		
ani038	2275	co	NormalNpc	spr\npcres\animal\ani038	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\animal\ani038\ani038_at.spr	7892B8AB	JX1:spr.pak		
passerby288	2277	co	NormalNpc	spr\npcres\passerby\passerby288	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby288\passerby288.spr	3EDB9C29	JX1:updatejx03.pak		
passerby286	2278	co	NormalNpc	spr\npcres\passerby\passerby286	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\npcres\passerby\passerby286\passerby286.spr	9DB028EC	JX1:updatejx13.pak		
passerby290	2279	co	NormalNpc	spr\npcres\passerby\passerby290	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby290\passerby290.spr	D84CD283	JX1:updatejx03.pak		
passerby193	2280	co	NormalNpc	spr\npcres\passerby\passerby193	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\passerby\passerby193\passerby193.spr	78FFE7FE	JX1:update01.pak		
passerby195	2281	co	NormalNpc	spr\npcres\passerby\passerby195	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\passerby\passerby195\passerby195.spr	7D3707FA	JX1:update01.pak		
passerby194	2282	co	NormalNpc	spr\npcres\passerby\passerby194	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\passerby\passerby194\passerby194.spr	93AC3D21	JX1:update01.pak		
boss048	2284	co	NormalNpc	spr\npcres\boss\boss048	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss048\boss048_st.spr	895D7D4F	JX1:updatejx08.pak		
boss048	2284	co	NormalNpc	spr\npcres\boss\boss048	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss048\boss048_wlk.spr	C473919F	JX1:updatejx08.pak		
boss048	2284	co	NormalNpc	spr\npcres\boss\boss048	co	co	JX1	Wound	\spr\npcres\boss\boss048\boss048_bat.spr	DA3C2F84	JX1:updatejx08.pak		
boss048	2284	co	NormalNpc	spr\npcres\boss\boss048	co	co	JX1	Die	\spr\npcres\boss\boss048\boss048_die.spr	1B584A94	JX1:updatejx08.pak		
boss048	2284	co	NormalNpc	spr\npcres\boss\boss048	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\boss\boss048\boss048_at.spr	38DF312B	JX1:updatejx08.pak		
boss053	2285	co	NormalNpc	spr\npcres\boss\boss053	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss053\boss053_st.spr	D94F46D7	JX1:updatejx08.pak		
boss053	2285	co	NormalNpc	spr\npcres\boss\boss053	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss053\boss053_wlk.spr	B7232947	JX1:updatejx08.pak		
boss053	2285	co	NormalNpc	spr\npcres\boss\boss053	co	co	JX1	Wound	\spr\npcres\boss\boss053\boss053_bat.spr	84ED591C	JX1:updatejx08.pak		
boss053	2285	co	NormalNpc	spr\npcres\boss\boss053	co	co	JX1	Die	\spr\npcres\boss\boss053\boss053_die.spr	4A08E577	JX1:updatejx08.pak		
boss053	2285	co	NormalNpc	spr\npcres\boss\boss053	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\boss\boss053\boss053_at.spr	C8C91618	JX1:updatejx08.pak		
boss040	2286,2289,2464	co	NormalNpc	spr\npcres\boss\boss040	co	co	JX1	FightStand	\spr\npcres\boss\boss040\partner_dustpeople_st01.spr	7180A563	JX1:update03.pak		
boss040	2286,2289,2464	co	NormalNpc	spr\npcres\boss\boss040	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss040\partner_dustpeople_st02.spr	4D915593	JX1:update03.pak		
boss040	2286,2289,2464	co	NormalNpc	spr\npcres\boss\boss040	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss040\partner_dustpeople_wlk.spr	87171526	JX1:update03.pak		
boss040	2286,2289,2464	co	NormalNpc	spr\npcres\boss\boss040	co	co	JX1	Wound	\spr\npcres\boss\boss040\partner_dustpeople_bat.spr	F00B6CB0	JX1:update03.pak		
boss040	2286,2289,2464	co	NormalNpc	spr\npcres\boss\boss040	co	co	JX1	Die	\spr\npcres\boss\boss040\partner_dustpeople_die.spr	8414A3F7	JX1:update03.pak		
boss040	2286,2289,2464	co	NormalNpc	spr\npcres\boss\boss040	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\boss\boss040\partner_dustpeople_at.spr	91FA86F2	JX1:update03.pak		
passerby285	2287,2290	co	NormalNpc	spr\npcres\passerby\passerby285	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\passerby\passerby285\passerby285_st01.spr	AD5522F7	JX1:updatejx14.pak		
passerby285	2287,2290	co	NormalNpc	spr\npcres\passerby\passerby285	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\passerby\passerby285\passerby285_wlk.spr	6D758B57	JX1:updatejx14.pak		
passerby285	2287,2290	co	NormalNpc	spr\npcres\passerby\passerby285	co	co	JX1	Wound	\spr\npcres\passerby\passerby285\passerby285_bat.spr	2F5277ED	JX1:updatejx14.pak		
passerby285	2287,2290	co	NormalNpc	spr\npcres\passerby\passerby285	co	co	JX1	Die	\spr\npcres\passerby\passerby285\passerby285_die.spr	5F1090FE	JX1:updatejx14.pak		
passerby285	2287,2290	co	NormalNpc	spr\npcres\passerby\passerby285	co	co	JX1	Attack1,Attack2	\spr\npcres\passerby\passerby285\passerby285_at01.spr	FD7F197B	JX1:updatejx14.pak		
passerby285	2287,2290	co	NormalNpc	spr\npcres\passerby\passerby285	co	co	JX1	Magic	\spr\npcres\passerby\passerby285\passerby285_at02.spr	F911E3FA	JX1:updatejx14.pak		
passerby337	2288,2291	co	NormalNpc	spr\npcres\passerby\passerby337	co	co	JX1	FightStand	\spr\npcres\passerby\passerby337\guyue_st02.spr	83332E8C	JX1:updatejx04.pak		
passerby337	2288,2291	co	NormalNpc	spr\npcres\passerby\passerby337	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\passerby\passerby337\guyue_st01.spr	869F42F7	JX1:updatejx04.pak		
passerby337	2288,2291	co	NormalNpc	spr\npcres\passerby\passerby337	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\passerby\passerby337\guyue_wlk.spr	CF1F7D50	JX1:updatejx04.pak		
passerby337	2288,2291	co	NormalNpc	spr\npcres\passerby\passerby337	co	co	JX1	Wound	\spr\npcres\passerby\passerby337\guyue_bat.spr	E729E8A6	JX1:updatejx04.pak		
passerby337	2288,2291	co	NormalNpc	spr\npcres\passerby\passerby337	co	co	JX1	Die	\spr\npcres\passerby\passerby337\guyue_die.spr	CF9AB409	JX1:updatejx04.pak		
passerby337	2288,2291	co	NormalNpc	spr\npcres\passerby\passerby337	co	co	JX1	Attack1	\spr\npcres\passerby\passerby337\guyue_at01.spr	3F967577	JX1:updatejx04.pak		
passerby337	2288,2291	co	NormalNpc	spr\npcres\passerby\passerby337	co	co	JX1	Attack2,Magic	\spr\npcres\passerby\passerby337\guyue_at02.spr	3BCAD10C	JX1:updatejx04.pak		
enemy034	2292	co	NormalNpc	spr\npcres\enemy\enemy034	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy034\enemy034_st.spr	0EF6DE50	JX1:spr.pak		
enemy034	2292	co	NormalNpc	spr\npcres\enemy\enemy034	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy034\enemy034_pst.spr	145BEA4D	JX1:spr.pak		
enemy034	2292	co	NormalNpc	spr\npcres\enemy\enemy034	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy034\enemy034_wlk.spr	74F8D214	JX1:spr.pak		
enemy034	2292	co	NormalNpc	spr\npcres\enemy\enemy034	co	co	JX1	Wound	\spr\npcres\enemy\enemy034\enemy034_bat.spr	B9924CF1	JX1:spr.pak		
enemy034	2292	co	NormalNpc	spr\npcres\enemy\enemy034	co	co	JX1	Die	\spr\npcres\enemy\enemy034\enemy034_die.spr	1294289B	JX1:spr.pak		
enemy034	2292	co	NormalNpc	spr\npcres\enemy\enemy034	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy034\enemy034_at.spr	CCA050F1	JX1:spr.pak		
enemy028	2293,2302,2359	co	NormalNpc	spr\npcres\enemy\enemy028	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy028\enemy028_st.spr	54825503	JX1:spr.pak		
enemy028	2293,2302,2359	co	NormalNpc	spr\npcres\enemy\enemy028	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy028\enemy028_pst.spr	2F70DDCA	JX1:spr.pak		
enemy028	2293,2302,2359	co	NormalNpc	spr\npcres\enemy\enemy028	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy028\enemy028_wlk.spr	8F950591	JX1:spr.pak		
enemy028	2293,2302,2359	co	NormalNpc	spr\npcres\enemy\enemy028	co	co	JX1	Wound	\spr\npcres\enemy\enemy028\enemy028_bat.spr	704EA009	JX1:spr.pak		
enemy028	2293,2302,2359	co	NormalNpc	spr\npcres\enemy\enemy028	co	co	JX1	Die	\spr\npcres\enemy\enemy028\enemy028_die.spr	25410C68	JX1:spr.pak		
enemy028	2293,2302,2359	co	NormalNpc	spr\npcres\enemy\enemy028	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy028\enemy028_at.spr	9AB3D759	JX1:spr.pak		
passerby389	2295	co	NormalNpc	spr\npcres\passerby\passerby389	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby389\passerby389_st01.spr	767EBC40	JX1:updatejx14.pak		
passerby390	2296	co	NormalNpc	spr\npcres\passerby\passerby390	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby390\passerby390_st01.spr	93D9CDE8	JX1:updatejx14.pak		
enemy017	2297	co	NormalNpc	spr\npcres\enemy\enemy017	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy017\enemy017_st.spr	D4F5DDA8	JX1:spr.pak		
enemy017	2297	co	NormalNpc	spr\npcres\enemy\enemy017	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy017\enemy017_pst.spr	2EB42B2A	JX1:spr.pak		
enemy017	2297	co	NormalNpc	spr\npcres\enemy\enemy017	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy017\enemy017_wlk.spr	8EE91087	JX1:spr.pak		
enemy017	2297	co	NormalNpc	spr\npcres\enemy\enemy017	co	co	JX1	Wound	\spr\npcres\enemy\enemy017\enemy017_bat.spr	7382A34F	JX1:spr.pak		
enemy017	2297	co	NormalNpc	spr\npcres\enemy\enemy017	co	co	JX1	Die	\spr\npcres\enemy\enemy017\enemy017_die.spr	24850EAE	JX1:spr.pak		
enemy017	2297	co	NormalNpc	spr\npcres\enemy\enemy017	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy017\enemy017_at.spr	9AA75EC3	JX1:spr.pak		
enemy026	2298	co	NormalNpc	spr\npcres\enemy\enemy026	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy026\enemy026_st.spr	38E13DB0	JX1:spr.pak		
enemy026	2298	co	NormalNpc	spr\npcres\enemy\enemy026	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy026\enemy026_pst.spr	051AC8ED	JX1:spr.pak		
enemy026	2298	co	NormalNpc	spr\npcres\enemy\enemy026	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy026\enemy026_wlk.spr	65BF0D64	JX1:spr.pak		
enemy026	2298	co	NormalNpc	spr\npcres\enemy\enemy026	co	co	JX1	Wound	\spr\npcres\enemy\enemy026\enemy026_bat.spr	AE515C77	JX1:spr.pak		
enemy026	2298	co	NormalNpc	spr\npcres\enemy\enemy026	co	co	JX1	Die	\spr\npcres\enemy\enemy026\enemy026_die.spr	036B3A8B	JX1:spr.pak		
enemy026	2298	co	NormalNpc	spr\npcres\enemy\enemy026	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy026\enemy026_at.spr	7E92BF16	JX1:spr.pak		
enemy004	2299,2513	co	NormalNpc	spr\npcres\enemy\enemy004	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy004\enemy004_st.spr	A1C939CA	JX1:spr.pak		
enemy004	2299,2513	co	NormalNpc	spr\npcres\enemy\enemy004	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy004\enemy004_pst.spr	69B20D28	JX1:spr.pak		
enemy004	2299,2513	co	NormalNpc	spr\npcres\enemy\enemy004	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy004\enemy004_wlk.spr	C9D77285	JX1:spr.pak		
enemy004	2299,2513	co	NormalNpc	spr\npcres\enemy\enemy004	co	co	JX1	Wound	\spr\npcres\enemy\enemy004\enemy004_bat.spr	3288ED62	JX1:spr.pak		
enemy004	2299,2513	co	NormalNpc	spr\npcres\enemy\enemy004	co	co	JX1	Die	\spr\npcres\enemy\enemy004\enemy004_die.spr	67834B86	JX1:spr.pak		
enemy004	2299,2513	co	NormalNpc	spr\npcres\enemy\enemy004	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy004\enemy004_at.spr	67FAB86B	JX1:spr.pak		
enemy024	2300,2322,2386,2503	co	NormalNpc	spr\npcres\enemy\enemy024	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy024\enemy024_st.spr	F74CF22D	JX1:spr.pak		
enemy024	2300,2322,2386,2503	co	NormalNpc	spr\npcres\enemy\enemy024	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy024\enemy024_pst.spr	20638A05	JX1:spr.pak		
enemy024	2300,2322,2386,2503	co	NormalNpc	spr\npcres\enemy\enemy024	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy024\enemy024_wlk.spr	8080F052	JX1:spr.pak		
enemy024	2300,2322,2386,2503	co	NormalNpc	spr\npcres\enemy\enemy024	co	co	JX1	Wound	\spr\npcres\enemy\enemy024\enemy024_bat.spr	45BA1ECA	JX1:spr.pak		
enemy024	2300,2322,2386,2503	co	NormalNpc	spr\npcres\enemy\enemy024	co	co	JX1	Die	\spr\npcres\enemy\enemy024\enemy024_die.spr	3EBCFA29	JX1:spr.pak		
enemy024	2300,2322,2386,2503	co	NormalNpc	spr\npcres\enemy\enemy024	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy024\enemy024_at.spr	357E7783	JX1:spr.pak		
enemy006	2303,2505	co	NormalNpc	spr\npcres\enemy\enemy006	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy006\enemy006_st.spr	36D5BD0D	JX1:spr.pak		
enemy006	2303,2505	co	NormalNpc	spr\npcres\enemy\enemy006	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy006\enemy006_pst.spr	6E6E7260	JX1:spr.pak		
enemy006	2303,2505	co	NormalNpc	spr\npcres\enemy\enemy006	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy006\enemy006_wlk.spr	CE82AF0D	JX1:spr.pak		
enemy006	2303,2505	co	NormalNpc	spr\npcres\enemy\enemy006	co	co	JX1	Wound	\spr\npcres\enemy\enemy006\enemy006_bat.spr	33A4D9EA	JX1:spr.pak		
enemy006	2303,2505	co	NormalNpc	spr\npcres\enemy\enemy006	co	co	JX1	Die	\spr\npcres\enemy\enemy006\enemy006_die.spr	64BEA40E	JX1:spr.pak		
enemy006	2303,2505	co	NormalNpc	spr\npcres\enemy\enemy006	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy006\enemy006_at.spr	74873F63	JX1:spr.pak		
boss095	2304	co	NormalNpc	spr\npcres\boss\boss095	co	co	JX1	FightStand	\spr\npcres\boss\boss095\boss095_st01.spr	40FCE826	JX1:updatejx10.pak		
boss095	2304	co	NormalNpc	spr\npcres\boss\boss095	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss095\boss095_st02.spr	5D9376D1	JX1:updatejx10.pak		
boss095	2304	co	NormalNpc	spr\npcres\boss\boss095	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss095\boss095_wlk.spr	92016E9F	JX1:updatejx10.pak		
boss095	2304	co	NormalNpc	spr\npcres\boss\boss095	co	co	JX1	Wound	\spr\npcres\boss\boss095\boss095_bat.spr	E3C1A11F	JX1:updatejx10.pak		
